CustomerKey,Prefix,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,PhoneNumber,Address
11145,MS.,JASMINE,COLEMAN,12/08/1979,S,F,jasmine46@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,(789) 849-3595,"7337 Main Street, New York, IL 10963"
11146,MRS.,KARLA,GOEL,8/26/1939,S,F,karla20@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(789) 529-4669,"4364 Elm Street, Chicago, NY 50338"
11147,MR.,ERNEST,WU,02/05/1939,M,M,ernest6@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,(555) 801-5543,"1714 Park Avenue, Los Angeles, CA 48931"
11148,MR.,ROSS,VAZQUEZ,8/16/1941,M,M,ross32@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(123) 946-5374,"465 Main Street, New York, NY 77619"
11149,MR.,THEODORE,GILL,4/20/1941,M,M,theodore14@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(123) 894-3650,"3464 Park Avenue, Los Angeles, CA 18612"
11150,MR.,RUSSELL,SHEN,3/15/1941,S,M,russell6@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y,(123) 995-4229,"2818 Park Avenue, New York, CA 17845"
11151,MRS.,MELINDA,GILL,2/25/1942,S,F,melinda9@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,N,(555) 268-5540,"3946 Main Street, New York, CA 63162"
11152,MR.,JAMES,WILLIAMS,01/10/1976,S,M,james77@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(789) 844-4508,"8847 Elm Street, Chicago, NY 32365"
11153,MS.,ANGELA,JAMES,6/23/1976,M,F,angela34@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(555) 885-8079,"5673 Main Street, Chicago, CA 19420"
11154,MS.,MEGAN,WALKER,8/21/1976,S,F,megan25@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(123) 852-9636,"1746 Main Street, Chicago, IL 96221"
11155,MR.,HUNTER,ROBINSON,1/26/1976,S,M,hunter50@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(123) 590-6553,"3930 Elm Street, New York, NY 38550"
11156,MS.,MARIA,ROBERTS,02/07/1976,S,F,maria47@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(555) 113-3307,"8420 Main Street, New York, IL 36602"
11157,MS.,HANNAH,LONG,06/11/1975,M,F,hannah32@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(123) 517-5425,"7070 Elm Street, Los Angeles, IL 87596"
11158,MR.,JASON,WRIGHT,10/08/1975,S,M,jason46@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y,(789) 868-2697,"4962 Main Street, Los Angeles, CA 21475"
11159,MS.,BRIANNA,HUGHES,9/17/1975,S,F,brianna57@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N,(789) 967-2379,"5734 Park Avenue, New York, NY 44019"
11160,MR.,MAURICE,TANG,01/08/1974,S,M,maurice4@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(555) 654-9679,"2489 Elm Street, New York, IL 44419"
11161,MS.,EMILY,WOOD,4/22/1974,S,F,emily27@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(555) 767-7492,"1217 Elm Street, Los Angeles, CA 43061"
11162,MR.,CHASE,COX,03/05/1974,S,M,chase10@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(789) 316-2368,"7468 Park Avenue, Chicago, IL 62553"
11163,MR.,GABRIEL,WANG,12/20/1974,M,M,gabriel21@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y,(555) 643-3865,"8941 Elm Street, Los Angeles, NY 84176"
11164,MR.,DEVIN,BROOKS,05/05/1974,S,M,devin63@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N,(555) 313-7111,"9749 Park Avenue, Los Angeles, CA 49917"
11165,MS.,JOCELYN,ALEXANDER,7/18/1973,M,F,jocelyn18@adventure-works.com,"$60,000 ",0,Partial College,Skilled Manual,N,(555) 383-4059,"3297 Elm Street, Los Angeles, NY 92586"
11166,MS.,ASHLEY,MARTINEZ,4/24/1972,S,F,ashley18@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N,(789) 901-6637,"8808 Elm Street, Chicago, NY 94353"
11167,MS.,JASMINE,BARNES,08/01/1972,S,F,jasmine43@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,(555) 394-2658,"5203 Main Street, Chicago, CA 19129"
11168,MR.,DAVID,RODRIGUEZ,5/15/1968,S,M,david83@adventure-works.com,"$80,000 ",0,Bachelors,Management,N,(123) 780-5943,"7748 Elm Street, New York, IL 58829"
11169,MR.,BRYCE,RICHARDSON,6/22/1968,M,M,bryce8@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,(555) 524-8576,"3933 Main Street, New York, NY 66040"
11170,MRS.,CAROL,HOWARD,02/05/1968,M,F,carol5@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,(123) 954-6854,"6352 Elm Street, Chicago, NY 15349"
11171,MR.,JONATHAN,HILL,10/09/1967,S,M,jonathan43@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,(555) 274-1380,"5146 Elm Street, New York, NY 17534"
11172,MRS.,GABRIELLE,ADAMS,11/21/1967,M,F,gabrielle58@adventure-works.com,"$100,000 ",1,Bachelors,Management,Y,(555) 209-2666,"7478 Park Avenue, New York, CA 89404"
11173,MS.,SARAH,THOMAS,09/01/1967,S,F,sarah13@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,N,(123) 551-8472,"7161 Elm Street, Los Angeles, CA 90802"
11174,MR.,NICHOLAS,ROBINSON,7/13/1967,M,M,nicholas19@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y,(555) 390-9411,"4406 Park Avenue, Los Angeles, CA 25475"
11175,MR.,LUIS,WANG,03/05/1963,S,M,luis24@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,Y,(555) 470-5417,"1783 Main Street, Chicago, IL 38826"
11176,MR.,MASON,ROBERTS,1/25/1968,M,M,mason25@adventure-works.com,"$90,000 ",4,Bachelors,Management,Y,(555) 242-5260,"4948 Main Street, New York, NY 52084"
11177,MR.,JOSE,FLORES,07/04/1942,M,M,jose6@adventure-works.com,"$110,000 ",2,Graduate Degree,Management,Y,(555) 805-3644,"6668 Elm Street, Los Angeles, NY 25187"
11178,MR.,NATHAN,JOHNSON,8/24/1943,M,M,nathan55@adventure-works.com,"$100,000 ",2,Graduate Degree,Management,Y,(555) 814-6115,"2470 Elm Street, Los Angeles, IL 46287"
11179,MRS.,MOLLY,RODRIGUEZ,6/14/1943,M,F,molly18@adventure-works.com,"$120,000 ",2,Graduate Degree,Management,Y,(789) 209-4896,"8059 Main Street, Los Angeles, IL 14768"
11180,MRS.,APRIL,ANAND,01/02/1943,M,F,april18@adventure-works.com,"$160,000 ",1,Bachelors,Management,Y,(123) 648-5048,"8063 Main Street, Los Angeles, NY 71034"
11181,MR.,DEVIN,MARTIN,08/08/1943,M,M,devin13@adventure-works.com,"$170,000 ",2,Graduate Degree,Management,Y,(123) 595-3868,"7057 Elm Street, Los Angeles, CA 14851"
11182,MRS.,STEPHANIE,TORRES,8/25/1944,S,F,stephanie19@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(789) 196-1540,"1046 Main Street, Chicago, IL 72311"
11183,MRS.,JASMINE,LEE,7/15/1944,S,F,jasmine19@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 202-8288,"1089 Main Street, Los Angeles, IL 95599"
11184,MRS.,MEGHAN,HERNANDEZ,11/16/1944,S,F,meghan3@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(789) 911-4944,"1176 Elm Street, Los Angeles, NY 85228"
11185,MRS.,ASHLEY,HENDERSON,10/08/1944,S,F,ashley31@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 946-7496,"1474 Elm Street, Los Angeles, NY 60115"
11186,MRS.,SARAH,PRICE,5/21/1944,S,F,sarah25@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 686-7911,"9039 Elm Street, New York, NY 68659"
11187,MRS.,JENNIFER,COOPER,2/22/1944,M,F,jennifer63@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,Y,(123) 438-5444,"9467 Park Avenue, Los Angeles, NY 27518"
11188,MRS.,CATHERINE,MORRIS,09/06/1944,M,F,catherine16@adventure-works.com,"$60,000 ",4,Graduate Degree,Management,N,(789) 881-5310,"5181 Main Street, Chicago, CA 35100"
11190,MR.,CARSON,BRYANT,6/22/1944,M,M,carson17@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(789) 294-3065,"2453 Park Avenue, New York, CA 44414"
11191,MRS.,KRISTI,PEREZ,12/18/1945,S,F,kristi39@adventure-works.com,"$70,000 ",5,Bachelors,Management,Y,(555) 369-9618,"8726 Main Street, New York, CA 72666"
11192,MR.,JAMES,BROWN,9/13/1945,M,M,james79@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(789) 342-3606,"7981 Main Street, Chicago, CA 30110"
11193,MR.,IAN,GRAY,2/13/1945,M,M,ian72@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(789) 244-3718,"6209 Elm Street, New York, IL 62787"
11194,MRS.,JACQUELINE,PRICE,06/10/1945,M,F,jacqueline0@adventure-works.com,"$60,000 ",4,Bachelors,Management,Y,(555) 433-4241,"9030 Elm Street, New York, IL 77499"
11195,MRS.,MEGAN,HENDERSON,02/10/1946,M,F,megan55@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,(555) 356-6724,"8148 Park Avenue, Los Angeles, NY 65057"
11196,MR.,ALFREDO,ROMERO,06/07/1946,M,M,alfredo10@adventure-works.com,"$60,000 ",5,Bachelors,Management,Y,(555) 308-6198,"2270 Park Avenue, Chicago, NY 75296"
11197,MRS.,ANDREA,MORRIS,6/18/1946,M,F,andrea18@adventure-works.com,"$70,000 ",3,Bachelors,Management,N,(123) 102-8905,"7486 Main Street, Los Angeles, CA 45260"
11198,MRS.,BROOKE,SANDERS,11/26/1946,S,F,brooke3@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(555) 289-7957,"8767 Elm Street, Chicago, IL 27325"
11199,MRS.,JACQUELINE,BENNETT,11/06/1946,M,F,jacqueline1@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 706-7378,"9521 Elm Street, Los Angeles, IL 88879"
11200,MR.,JASON,GRIFFIN,11/22/1947,M,M,jason18@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(123) 149-6213,"5749 Elm Street, Los Angeles, IL 90892"
11201,MRS.,AMANDA,FOSTER,8/18/1947,M,F,amanda37@adventure-works.com,"$70,000 ",4,Bachelors,Management,Y,(555) 922-3444,"6171 Main Street, New York, IL 97528"
11202,MRS.,ALEXIA,PRICE,8/26/1947,M,F,alexia0@adventure-works.com,"$80,000 ",5,Bachelors,Management,N,(789) 726-2124,"8968 Main Street, New York, IL 83572"
11203,MR.,LUIS,DIAZ,8/21/1948,M,M,luis21@adventure-works.com,"$40,000 ",2,High School,Professional,Y,(789) 393-2097,"6809 Elm Street, Los Angeles, NY 38247"
11205,MRS.,ABBY,FERNANDEZ,7/24/1948,M,F,abby13@adventure-works.com,"$40,000 ",2,High School,Professional,Y,(123) 108-8326,"8793 Park Avenue, New York, CA 46779"
11206,MR.,BLAKE,FLORES,9/24/1948,M,M,blake60@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 269-7362,"8186 Park Avenue, New York, IL 62020"
11207,MRS.,DANIELLE,COX,7/19/1948,S,F,danielle12@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 580-7578,"6234 Elm Street, Chicago, IL 82371"
11208,MRS.,MARIA,REED,02/04/1948,M,F,maria4@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,(555) 560-2851,"5785 Park Avenue, Chicago, IL 63351"
11209,MRS.,ALLISON,EVANS,1/13/1948,M,F,allison21@adventure-works.com,"$60,000 ",2,Bachelors,Management,Y,(123) 941-2968,"1151 Main Street, Chicago, NY 46631"
11210,MR.,EDWARD,WOOD,06/08/1948,M,M,edward50@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(555) 814-1722,"7710 Main Street, New York, CA 15715"
11211,MRS.,SAMANTHA,RUSSELL,10/12/1949,M,F,samantha42@adventure-works.com,"$40,000 ",2,High School,Professional,Y,(123) 333-3369,"4016 Elm Street, Chicago, IL 31867"
11212,MRS.,CHLOE,CAMPBELL,11/05/1949,M,F,chloe4@adventure-works.com,"$40,000 ",2,High School,Professional,Y,(123) 509-6323,"6022 Elm Street, Los Angeles, CA 62087"
11213,MRS.,STEPHANIE,MURPHY,5/14/1949,S,F,stephanie11@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 688-1071,"1465 Elm Street, New York, NY 15132"
11214,MR.,CHARLES,MILLER,11/07/1949,S,M,charles9@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 580-6061,"9288 Elm Street, Chicago, IL 82359"
11215,MRS.,ANA,PERRY,6/21/1950,M,F,ana7@adventure-works.com,"$40,000 ",2,Partial High School,Skilled Manual,Y,(555) 926-7690,"8266 Park Avenue, Los Angeles, CA 55362"
11216,MRS.,JASMINE,TORRES,5/20/1950,S,F,jasmine32@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 779-4155,"1469 Elm Street, Los Angeles, CA 18492"
11217,MRS.,NATALIE,ADAMS,02/11/1950,S,F,natalie58@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(555) 482-8683,"2244 Main Street, Los Angeles, IL 85014"
11218,MRS.,OLIVIA,BROWN,09/11/1950,S,F,olivia4@adventure-works.com,"$60,000 ",2,Partial College,Professional,N,(555) 658-4370,"5442 Park Avenue, Los Angeles, IL 19715"
11219,MR.,CHARLES,COOK,12/02/1950,M,M,charles69@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(123) 899-2916,"7579 Elm Street, Chicago, NY 27609"
11220,MRS.,ERICA,HUANG,2/23/1950,M,F,erica5@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 442-6506,"2677 Elm Street, Chicago, CA 30519"
11221,MR.,NATHAN,PERRY,06/10/1950,M,M,nathan3@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(789) 786-3951,"6434 Park Avenue, Los Angeles, IL 56920"
11222,MRS.,ALEXANDRA,RIVERA,8/17/1950,M,F,alexandra11@adventure-works.com,"$80,000 ",3,Bachelors,Management,Y,(555) 429-5643,"5091 Elm Street, New York, CA 72345"
11223,MRS.,HAILEY,PATTERSON,9/16/1951,S,F,hailey30@adventure-works.com,"$70,000 ",2,High School,Professional,Y,(555) 278-4613,"4305 Elm Street, Los Angeles, IL 23708"
11224,MRS.,TIFFANY,LI,09/06/1951,S,F,tiffany3@adventure-works.com,"$70,000 ",2,High School,Professional,Y,(555) 215-5903,"9638 Elm Street, New York, NY 38188"
11226,MRS.,SYDNEY,ROSS,9/27/1951,M,F,sydney26@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 895-5256,"2745 Main Street, Los Angeles, CA 19642"
11227,MR.,MARSHALL,CHAVEZ,08/12/1951,S,M,marshall35@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(789) 931-5120,"3086 Elm Street, Chicago, CA 62593"
11228,MRS.,ASHLEY,JONES,4/19/1951,M,F,ashley3@adventure-works.com,"$60,000 ",2,Partial College,Professional,Y,(123) 796-8854,"5588 Main Street, Los Angeles, NY 58840"
11229,MR.,ADRIAN,STEWART,12/03/1951,S,M,adrian21@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(789) 846-6455,"3733 Park Avenue, Chicago, IL 89340"
11230,MRS.,AMBER,TURNER,04/03/1951,M,F,amber4@adventure-works.com,"$70,000 ",4,Partial College,Professional,N,(789) 686-9896,"9599 Elm Street, New York, IL 85353"
11231,MR.,DENNIS,ZHANG,11/14/1952,M,M,dennis1@adventure-works.com,"$60,000 ",2,High School,Professional,Y,(123) 166-4764,"6026 Main Street, New York, NY 90931"
11232,MRS.,HAILEY,BRYANT,9/27/1952,M,F,hailey38@adventure-works.com,"$60,000 ",3,High School,Professional,N,(123) 631-4845,"6300 Park Avenue, Los Angeles, NY 81290"
11233,MR.,TODD,LI,09/09/1952,M,M,todd5@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(123) 645-6023,"5878 Main Street, Chicago, IL 74118"
11234,,ANNA,GRIFFIN,11/19/1952,S,,anna46@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(123) 720-9754,"8748 Main Street, Los Angeles, NY 47116"
11235,MR.,ANGEL,STEWART,02/08/1952,M,M,angel24@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(555) 779-2311,"2307 Elm Street, Chicago, IL 66575"
11236,MR.,JEREMY,BUTLER,03/05/1952,S,M,jeremy29@adventure-works.com,"$70,000 ",5,Partial College,Professional,Y,(789) 420-4681,"5141 Elm Street, New York, NY 25512"
11237,MR.,CLARENCE,ANAND,9/23/1958,S,M,clarence36@adventure-works.com,"$130,000 ",2,Bachelors,Management,N,(789) 257-9718,"3767 Elm Street, Chicago, IL 85314"
11238,MRS.,MAYRA,PRASAD,08/10/1958,S,F,mayra9@adventure-works.com,"$130,000 ",2,Bachelors,Management,N,(123) 583-5106,"6306 Elm Street, New York, IL 70730"
11239,MRS.,LATOYA,GOEL,10/06/1958,M,F,latoya18@adventure-works.com,"$130,000 ",2,Partial College,Professional,N,(789) 870-1100,"2150 Park Avenue, Los Angeles, IL 52260"
11240,MRS.,ANNE,HERNANDEZ,12/11/1958,M,F,anne4@adventure-works.com,"$160,000 ",2,Partial College,Professional,Y,(789) 664-3891,"2258 Elm Street, New York, CA 75159"
11241,MRS.,LISA,CAI,10/11/1957,S,F,lisa24@adventure-works.com,"$100,000 ",2,Partial College,Professional,Y,(555) 737-7778,"7037 Main Street, Los Angeles, CA 81050"
11242,MR.,LARRY,MUNOZ,11/11/1957,M,M,larry9@adventure-works.com,"$110,000 ",2,Partial College,Professional,Y,(123) 954-9218,"9650 Main Street, New York, CA 70868"
11243,MRS.,ROBIN,ALVAREZ,10/09/1957,M,F,robin2@adventure-works.com,"$150,000 ",2,Partial College,Professional,Y,(123) 849-9507,"9315 Elm Street, New York, IL 97097"
11244,MRS.,ALEXIS,COLEMAN,11/26/1957,S,F,alexis28@adventure-works.com,"$170,000 ",2,Bachelors,Management,N,(123) 301-4843,"7251 Main Street, Chicago, IL 87849"
11245,MR.,RICKY,VAZQUEZ,10/27/1956,M,M,ricky15@adventure-works.com,"$120,000 ",3,High School,Professional,N,(555) 450-7866,"1600 Park Avenue, Chicago, IL 74549"
11247,MRS.,CLAUDIA,ZHOU,06/06/1956,S,F,claudia7@adventure-works.com,"$130,000 ",3,Partial College,Professional,N,(123) 457-3449,"3713 Park Avenue, Los Angeles, NY 67852"
11248,MR.,TRISTAN,ALEXANDER,3/26/1955,M,M,tristan19@adventure-works.com,"$110,000 ",3,Partial College,Professional,Y,(555) 677-2871,"615 Park Avenue, New York, CA 91734"
11249,MRS.,CINDY,PATEL,7/13/1955,M,F,cindy3@adventure-works.com,"$130,000 ",3,Partial College,Professional,Y,(555) 495-5718,"9674 Elm Street, Chicago, IL 76788"
11250,MRS.,SHANNON,LIU,03/12/1955,M,F,shannon4@adventure-works.com,"$170,000 ",3,High School,Professional,Y,(555) 624-8301,"6846 Park Avenue, Chicago, IL 96794"
11251,MR.,XAVIER,LONG,07/04/1932,S,M,xavier51@adventure-works.com,"$30,000 ",4,High School,Professional,N,(123) 723-7572,"9966 Park Avenue, Los Angeles, CA 30621"
11252,MR.,NICHOLAS,THOMPSON,06/07/1932,S,M,nicholas16@adventure-works.com,"$90,000 ",3,Graduate Degree,Management,Y,(123) 187-2240,"4382 Park Avenue, Los Angeles, IL 20282"
11253,MR.,JOSÉ,HERNANDEZ,2/28/1933,M,M,josé54@adventure-works.com,"$60,000 ",2,Graduate Degree,Management,Y,(123) 739-5240,"2340 Elm Street, Los Angeles, CA 15114"
11254,MR.,JOHNATHAN,VANCE,03/03/1933,M,M,johnathan5@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,(789) 140-4560,"2402 Main Street, Los Angeles, NY 39711"
11255,MR.,COLIN,LIN,04/04/1933,M,M,colin8@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,(555) 113-8872,"1420 Park Avenue, Los Angeles, IL 91212"
11256,MRS.,KATELYN,HERNANDEZ,9/20/1933,M,F,katelyn42@adventure-works.com,"$70,000 ",4,Graduate Degree,Management,Y,(789) 958-1973,"9229 Park Avenue, Los Angeles, IL 59848"
11257,MRS.,JACQUELINE,POWELL,01/06/1933,S,F,jacqueline9@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y,(123) 563-6691,"9363 Park Avenue, Los Angeles, IL 49703"
11258,MR.,XAVIER,HILL,6/28/1933,M,M,xavier26@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y,(789) 909-1768,"267 Main Street, Chicago, CA 31350"
11259,MRS.,VICTORIA,STEWART,3/27/1965,M,F,victoria24@adventure-works.com,"$100,000 ",4,Partial College,Professional,Y,(555) 458-2022,"2838 Elm Street, New York, IL 82247"
11260,MRS.,KATELYN,KELLY,04/12/1965,M,F,katelyn1@adventure-works.com,"$110,000 ",2,Bachelors,Management,Y,(555) 105-4499,"8189 Main Street, Chicago, IL 81545"
11261,MRS.,STEPHANIE,COLLINS,4/24/1965,M,F,stephanie52@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y,(555) 885-2125,"4851 Park Avenue, New York, CA 56239"
11262,MRS.,JENNIFER,SIMMONS,05/04/1964,M,F,jennifer88@adventure-works.com,"$80,000 ",4,Bachelors,Management,Y,(123) 267-4420,"1412 Main Street, Chicago, NY 70756"
11263,MRS.,TRINITY,RICHARDSON,09/11/1964,M,F,trinity9@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(555) 233-8039,"6167 Park Avenue, New York, CA 82637"
11264,MR.,EDUARDO,MARTIN,6/17/1964,S,M,eduardo13@adventure-works.com,"$90,000 ",5,Partial College,Professional,N,(789) 528-3523,"4591 Main Street, Chicago, CA 99525"
11265,MRS.,ELIZABETH,JONES,7/13/1964,M,F,elizabeth7@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y,(123) 208-7107,"3078 Elm Street, Los Angeles, CA 49990"
11266,MS.,TAYLOR,HOWARD,05/05/1964,S,F,taylor14@adventure-works.com,"$90,000 ",0,Partial College,Professional,N,(555) 248-3793,"5796 Park Avenue, Chicago, NY 36443"
11267,MR.,DAVID,DIAZ,10/02/1964,S,M,david55@adventure-works.com,"$120,000 ",4,Partial College,Professional,Y,(789) 782-5567,"769 Park Avenue, Chicago, NY 60691"
11268,MRS.,KATELYN,CARTER,05/03/1964,M,F,katelyn33@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y,(789) 907-4023,"7681 Park Avenue, Chicago, IL 18069"
11269,MR.,RYAN,FOSTER,10/13/1964,M,M,ryan19@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y,(123) 260-5008,"5808 Elm Street, Los Angeles, CA 14435"
11270,MR.,ROBERT,LEE,05/04/1964,M,M,robert82@adventure-works.com,"$130,000 ",2,Graduate Degree,Management,Y,(555) 773-2733,"405 Elm Street, Los Angeles, NY 33953"
11271,MRS.,DANIELLE,REED,06/05/1964,S,F,danielle23@adventure-works.com,"$150,000 ",2,Bachelors,Management,N,(555) 238-7860,"8026 Park Avenue, New York, IL 69098"
11272,MRS.,LAUREN,MARTINEZ,11/10/1956,S,F,lauren35@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y,(123) 925-5836,"8690 Park Avenue, New York, IL 25725"
11273,MR.,NATHAN,LAL,10/01/1956,M,M,nathan26@adventure-works.com,"$90,000 ",2,Partial College,Professional,Y,(123) 304-5472,"2487 Elm Street, Los Angeles, CA 33015"
11274,MR.,KYLE,FOSTER,04/12/1934,M,M,kyle11@adventure-works.com,"$50,000 ",2,Graduate Degree,Management,Y,(123) 979-8758,"6120 Main Street, Los Angeles, CA 32971"
11275,MRS.,JENNY,RAI,1/18/1934,M,F,jenny40@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y,(123) 981-4248,"286 Main Street, Los Angeles, IL 55369"
11276,MRS.,NANCY,CHAPMAN,9/19/1963,M,F,nancy7@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(789) 730-8174,"3923 Elm Street, New York, CA 65911"
11277,MR.,CHARLES,JACKSON,06/10/1963,M,M,charles15@adventure-works.com,"$80,000 ",4,Partial College,Professional,Y,(789) 752-5116,"1154 Elm Street, Chicago, IL 55098"
11278,MR.,JONATHAN,PHILLIPS,8/20/1963,S,M,jonathan35@adventure-works.com,"$90,000 ",0,Partial College,Professional,N,(123) 752-2315,"3487 Elm Street, Los Angeles, NY 89419"
11279,MS.,AMANDA,COOK,09/12/1963,M,F,amanda3@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y,(123) 591-1432,"3548 Park Avenue, Los Angeles, NY 34962"
11280,MR.,ROBERT,COLLINS,8/21/1963,M,M,robert45@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y,(789) 979-4890,"5139 Elm Street, New York, CA 90168"
